2	4
5	3
6	3
7	3
8	3
9	3
21	4
40	2
54	2
55	2
56	2
57	2
61	2
62	2
96	2
98	2
152	2
153	2
154	2
165	3
187	4
188	4
190	5
194	4
212	5
218	8
221	4
222	4
225	2
226	2
254	2
260	2
278	5
279	8
296	3
298	2
299	2
300	2
301	2
303	2
306	3
307	2
308	2
310	2
369	2
372	2
373	2
386	2
398	2
399	2
402	2
406	2
408	2
409	2
410	2
411	2
412	2
413	2
416	4
423	2
424	2
425	2
426	3
427	3
428	3
429	3
430	2
432	3
433	2
440	2
442	2
444	2
445	2
449	2
462	2
464	2
465	2
466	2
471	2
472	2
473	2
474	2
477	2
479	2
480	2
481	2
482	2
483	2
484	2
485	2
486	2
492	2
507	2
508	2
509	2
510	2
511	2
516	2
517	2
518	2
519	2
520	2
523	2
524	2
525	2
526	2
527	2
528	2
545	2
548	2
549	2
550	2
551	2
558	4
567	2
588	3
589	2
590	2
591	2
593	2
594	2
595	2
596	4
597	4
601	2
603	3
608	2
609	2
610	2
611	2
612	2
613	2
617	2
618	2
619	2
621	5
622	5
623	2
628	2
629	2
630	2
631	2
632	2
633	2
634	2
635	2
647	3
649	2
651	3
662	2
663	2
666	2
667	2
671	2
680	2
681	2
682	2
699	2
723	2
737	2
743	2
744	2
748	2
788	2
789	2
848	2
879	2
880	2
884	2
1027	3
1082	2
1083	2
1104	2
1106	2
1108	2
1109	2
1112	2
1114	2
1118	2
1119	2
1120	2
1122	2
1123	2
1126	2
1160	2
1231	2
1276	2
1277	2
1278	2
1279	2
1280	2
1281	3
1282	2
1283	2
1284	2
1285	2
1290	2
1292	2
1293	4
1294	4
1295	4
1296	3
1297	3
1301	2
1302	2
1303	2
1304	2
1305	2
1306	2
1307	2
1308	2
1309	3
1310	2
1311	2
1312	2
1313	3
1314	3
1315	2
1316	3
1317	2
1318	3
1319	3
1320	3
1321	3
1329	3
1330	3
1331	3
1332	3
1333	2
1334	3
1335	2
1336	3
1337	2
1339	3
1340	3
1342	2
1343	2
1344	2
1345	2
1346	2
1347	2
1348	2
1349	2
1350	2
1354	2
1355	3
1356	3
1357	3
1361	7
1362	4
1363	3
1364	3
1369	3
1370	3
1374	4
1377	4
1378	3
1379	2
1388	3
1389	3
1390	2
1391	2
1392	2
1394	2
1398	2
1399	2
1400	2
1401	2
1402	2
1403	2
1404	2
1405	2
1406	2
1407	2
1408	2
1409	2
1410	2
1411	2
1412	2
1413	2
1592	2
1722	2
1723	2
1724	2
1725	2
1726	2
1727	2
1728	2
1729	2
1730	2
1731	2
1732	2
1733	2
1734	2
1738	2
1739	2
1741	2
1742	2
1743	2
1745	2
1761	6
1778	2
1782	2
1876	2
1901	4
1939	2
1967	2
1968	2
1985	3
1986	3
1988	2
1992	2
1993	2
2014	2
2015	2
2019	3
2023	2
2044	2
2073	2
2074	2
2075	2
2076	2
2077	2
2078	2
2145	2
2146	2
2150	3
2151	2
2153	2
2164	2
2165	2
2166	2
2167	2
2168	2
2172	2
2173	2
2176	2
2177	2
2180	3
2181	3
2211	2
2216	3
2217	3
2218	3
2219	3
2224	2
2229	2
2230	2
2235	2
2237	3
2238	2
2239	2
2240	2
2241	2
2242	2
2243	2
2244	2
2245	2
2258	2
2265	2
2277	2
2278	2
2284	2
2285	2
2286	2
2287	2
2288	2
2290	2
2316	2
2318	2
2320	3
2321	3
2327	2
2344	3
2346	2
2348	3
2349	2
2375	2
2396	2
2409	2
2451	4
2478	3
2479	3
2480	3
2481	3
2482	3
2483	3
2484	3
2485	3
2486	3
2487	3
2488	3
2489	3
2490	3
2491	5
2495	3
2505	2
2507	3
2515	3
2516	3
2520	4
2521	2
2522	2
2523	2
2539	2
2542	2
2560	2
2561	2
2562	2
2563	2
2564	2
2565	2
2577	2
2578	2
2584	2
2609	2
2614	2
2615	2
2616	2
2617	2
2634	2
2638	2
2640	2
2645	2
2650	2
2654	2
2679	2
2682	2
2702	3
2703	3
2711	2
2713	2
2714	2
2715	2
2716	2
2717	2
2781	3
2791	2
2792	2
2793	2
2804	4
2805	4
2806	4
2807	4
2808	4
2809	4
2810	4
2811	4
2813	4
2816	2
2852	4
2853	2
2860	3
2864	2
2876	2
2878	3
2879	3
2887	2
2888	3
2890	2
2900	2
2907	2
2916	4
2919	2
2920	2
2921	2
2930	2
2931	2
2934	4
2935	4
2940	2
2942	2
2943	2
2945	3
2946	3
2947	3
2948	3
2949	3
2950	3
2951	3
2952	3
2953	3
2954	3
2955	3
2956	3
2957	3
2965	2
2966	3
2972	2
2973	2
2974	2
3033	2
3034	2
3035	2
3036	2
3037	3
3044	3
3108	2
3109	2
3111	2
3112	2
3113	2
3114	2
3192	2
3199	3
3213	4
3214	6
3220	2
3221	2
3227	2
3232	3
3234	2
3235	2
3236	2
3237	2
3239	2
3240	2
3243	4
3244	3
3245	3
3246	2
3257	2
3258	2
3259	2
3260	2
3264	2
3294	3
3303	2
3305	2
3308	4
3338	3
3348	2
3351	2
3352	2
3353	4
3354	4
3359	2
3371	2
3372	2
3373	2
3374	2
3375	2
3376	2
3377	2
3378	2
3379	3
3382	2
3383	2
3402	3
3410	2
3411	2
3413	3
3415	2
3416	2
3479	4
3497	2
3498	2
3499	2
3500	2
3517	3
3520	2
3521	2
3564	3
3634	3
3644	3
3662	2
3735	3
3736	3
3757	3
3758	3
3759	3
3760	3
3761	3
3769	2
3788	2
3789	2
3799	2
3800	2
3806	2
3808	2
3816	2
3817	2
3820	2
3821	3
